"index","lable","cluster","degree","ev","between","close"
4,"Macrococcus",3,0.292929292929293,0.947954693018518,0.00659657802514945,1.15130484566297
12,"Faecalibacterium",1,0.272727272727273,0.950950298872776,0.0171098742527314,1.09878789018257
16,"Roseburia",3,0.282828282828283,0.959364704018775,0.0239125953411668,1.05496222838793
53,"Albidovulum",4,0.323232323232323,1,0.0199958771387343,1.06754529660625
71,"Beutenbergia",4,0.303030303030303,0.959141133098122,0.0148423005565863,1.04106296117033
