"","x"
"1","Prevotella"
"2","Treponema"
"3","Collinsella"
"4","CF231"
"5","Succinivibrio"
"6","Desulfovibrio"
"7","Oscillospira"
"8","Selenomonas"
"9","Dorea"
"10","[Prevotella]"
"11","Campylobacter"
