"","x"
"1","Alkanindiges"
"2","Bordetella"
"3","Ochrobactrum"
"4","Nonlabens"
"5","Lactococcus"
"6","Bdellovibrio"
"7","Kerstersia"
"8","Pedobacter"
"9","Dysgonomonas"
"10","Pseudoxanthomonas"
"11","Brevibacterium"
"12","Pediococcus"
"13","Arcobacter"
"14","Snodgrassella"
"15","Peredibacter"
"16","Xanthobacter"
