"","Prevalence","TotalAbundance","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"1cf15892c32f605b9a4d7657c6db2cfe",1,7,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","[Weeksellaceae]",NA,NA
"2903cc507ca9c570b73efb385aa2fd6d",5,674,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","[Weeksellaceae]","Bergeyella","zoohelcum"
"ff0e496152af3a7554e7481e7da8d7ee",2,881,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","[Weeksellaceae]","Bergeyella","zoohelcum"
"aad301529b33c4a32d54ad6a2201af75",1,6,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","[Weeksellaceae]","Bergeyella","zoohelcum"
"1d77276ff11e79ba86223d7393c9e71b",1,22,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","[Weeksellaceae]","Elizabethkingia",NA
"5bcddf57ef279741bab90b930289ae8a",1,8,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","[Weeksellaceae]","Elizabethkingia",NA
"92532e4e13095a9db6eb5c8fa556487c",1,15,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","[Weeksellaceae]","Bergeyella","zoohelcum"
"4d2427324bd09db57ceca597e7b265fe",2,28,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","[Weeksellaceae]","Bergeyella","zoohelcum"
"d28ca1586fd392eec5c7d32c1c19a318",1,12,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","[Weeksellaceae]",NA,NA
"e75c06a96c40a9076f2c22f3e3e3e10f",1,2,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","[Weeksellaceae]","Bergeyella","zoohelcum"
"dc5aa0118922ad3b85ccdb73f3609c8f",1,13,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","[Weeksellaceae]","Bergeyella","zoohelcum"
"9cd0530a54a100a8255dd382afdab4ec",2,93,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","[Weeksellaceae]","Bergeyella","zoohelcum"
"a07447a61363a0870f3ce5ca8bf5fb5a",1,9,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","[Weeksellaceae]",NA,NA
"412958d7e1ab5be280cd83515edb1f24",3,295,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","[Weeksellaceae]","Elizabethkingia",NA
"83a3d0b729577b3ef43cb9906801a5b4",17,30325,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","[Weeksellaceae]","Elizabethkingia",NA
"ad1477696ba8ace9234e2c9ac7665e97",2,235,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","[Weeksellaceae]","Elizabethkingia",NA
"97904005472b49b5a729b1f7470c3bce",33,33782,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","[Weeksellaceae]","Elizabethkingia",NA
"cf1be65dad7fda953f20b2e1b184d12f",5,1429,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","[Weeksellaceae]","Elizabethkingia",NA
"9d983002b97f0b0b9cc67359f5ff5a7f",2,112,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","[Weeksellaceae]","Elizabethkingia",NA
"435402f94ccc910e07c8c48678930c06",3,239,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","[Weeksellaceae]","Elizabethkingia",NA
"ba53f10fca0c9075cfb3c9fc612afffa",1,344,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","[Weeksellaceae]","Elizabethkingia",NA
"94313824fd573b537623c2f610b7a776",8,14361,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","[Weeksellaceae]","Elizabethkingia",NA
"75eeac8bc4befcda03252c259e73b56c",10,179,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","[Weeksellaceae]","Elizabethkingia",NA
"98782e2a91c45a4c7c16ddd59dc7ffdf",6,1357,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","[Weeksellaceae]","Elizabethkingia",NA
"0339ef0314f92ad0e79130b87c63c9fa",1,129,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","[Weeksellaceae]","Elizabethkingia",NA
"bc8deb4db69df174d459520b6c716fb3",1,233,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","[Weeksellaceae]","Elizabethkingia",NA
"2efa5b2d6481726bd83df94e62d5da8e",1,25,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","[Weeksellaceae]","Elizabethkingia",NA
"5aa9cf29db09eee8134c6d4441ef2e2e",1,14,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","[Weeksellaceae]","Elizabethkingia",NA
"0d9e8c3faf89ff1e10b747e9d216d6b6",5,337,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","[Weeksellaceae]","Elizabethkingia",NA
"4cf393f2e0ba0e1d95b2a44a15da3bad",2,20,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","[Weeksellaceae]","Elizabethkingia",NA
"d04547d2d4e316d45a41e3caf3a53b98",3,139,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","[Weeksellaceae]","Elizabethkingia",NA
"4e315c41851f78f7b7deb40801a7489e",1,10,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","[Weeksellaceae]","Elizabethkingia",NA
"67061da11c6809b801d27e5a26edabe1",4,214,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","[Weeksellaceae]","Elizabethkingia",NA
"4f6d8a6beea46b73dcfad734ec3c4543",1,43,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","[Weeksellaceae]","Elizabethkingia",NA
"3579a5ca1a9d93b858d7fef48093c08c",7,374,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","[Weeksellaceae]","Elizabethkingia",NA
"cc980e1b2df54158f0e1b3ba243e1dd6",6,380,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","[Weeksellaceae]","Elizabethkingia",NA
"3436cad48b4bab983bae69d0660d2d32",12,2297,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","[Weeksellaceae]","Elizabethkingia",NA
"d44c5a84e496db7e964b3be5ffa2139d",1,4,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","[Weeksellaceae]","Elizabethkingia",NA
"0259782a3c4331cc14dbb2855554a2c8",1,23,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","[Weeksellaceae]","Elizabethkingia",NA
"4ad7cc83c7fc9a50662c7580c5968cdb",2,41,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","[Weeksellaceae]","Elizabethkingia",NA
"c5910284bf52bb190b3330fa425ee85b",1,103,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","[Weeksellaceae]","Elizabethkingia",NA
"8f9d6ebd507cb652a6905ebcb55d95fb",1,11,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","[Weeksellaceae]","Elizabethkingia",NA
"8336637c9a069c927c4a77f2eef51401",7,3702,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","[Weeksellaceae]","Elizabethkingia",NA
"cc85d414a67b2255ffc215e41298a8da",1,8,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","[Weeksellaceae]","Elizabethkingia",NA
"09b69e3ddd95957c659429087f25eeb2",1,69,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","[Weeksellaceae]","Elizabethkingia",NA
"d528d08f49821bef74c3cc8ed5fbb1b4",1,13,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","[Weeksellaceae]","Elizabethkingia",NA
"1064d5de029383753ed4388802d066d4",1,27,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","[Weeksellaceae]","Elizabethkingia",NA
"65c88a14bb0886081941aed12a14ed2c",3,372,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","[Weeksellaceae]","Elizabethkingia",NA
"51521b7c26313e7b8b723e84094d17ed",10,26626,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","[Weeksellaceae]","Elizabethkingia",NA
"f041f6673a9840c861abab76e545fd43",4,421,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","[Weeksellaceae]","Elizabethkingia",NA
"66899f26e38d383ccf8e89af04c2ecc2",6,3241,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","[Weeksellaceae]",NA,NA
"d3ff8041417656403005fcaeb2718f53",5,784,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","[Weeksellaceae]",NA,NA
"87d5f45f5bf15f55ba8ec10063eda56f",1,48,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","[Weeksellaceae]","Elizabethkingia",NA
"1f0a8e8c39e6815d58392f7ab57ef465",5,394,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","[Weeksellaceae]","Elizabethkingia",NA
"20d1126f0c5fe8006085faca94009ee4",2,377,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","[Weeksellaceae]",NA,NA
"cbb14f0a103a118c51a3ac583e6488e9",2,5541,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","[Weeksellaceae]","Elizabethkingia",NA
"063210978c72f49eb037b1a00ac43a70",1,135,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","[Weeksellaceae]","Elizabethkingia",NA
"34ee8c1c16f6a4472ac658099c67f1f5",1,23,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","[Weeksellaceae]","Elizabethkingia",NA
"11c33e9f0a40036bb967d0dd542911b9",2,156,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","[Weeksellaceae]","Elizabethkingia",NA
"97176fd85e80227cd79bf08c684175b2",1,30,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","[Weeksellaceae]","Elizabethkingia",NA
"7d9cdaa9a9b7ed861161c17ea61d780f",5,2555,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","[Weeksellaceae]","Elizabethkingia",NA
"d33c2b77d4ddf349406435535270e8d3",1,25,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","[Weeksellaceae]","Elizabethkingia",NA
"f0ce6fde3214cd9aa233d589af7e4841",1,221,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","[Weeksellaceae]","Elizabethkingia",NA
"30b4f87e02cfaa2db47248ff49a3c6b4",1,104,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","[Weeksellaceae]","Elizabethkingia",NA
"50334c012661047467823bb7b74dbdcd",1,33,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","[Weeksellaceae]","Elizabethkingia",NA
"73f99071641ba1a741d05e190bd2351c",1,327,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","[Weeksellaceae]","Elizabethkingia",NA
"5a14d138427aad4fec984865c3c2ff25",5,7814,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","[Weeksellaceae]","Elizabethkingia",NA
"a5c62ecbe95af1e4da575502e67069cb",1,394,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","[Weeksellaceae]","Elizabethkingia",NA
"0dcf3e247c903dee98c6f38ac3807cc9",1,131,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","[Weeksellaceae]","Elizabethkingia",NA
"fc7c5ec7faaf729cd9a872eb736c9b3a",1,76,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","[Weeksellaceae]","Elizabethkingia",NA
"58874cd1bd5fba9d916647437640d26b",2,277,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","[Weeksellaceae]",NA,NA
"4232e12fbb7e57839d8bdd71e32bdc78",1,40,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","[Weeksellaceae]",NA,NA
"551d4371ef4c5dda54c57b7fddc3f855",3,57,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","[Weeksellaceae]","Elizabethkingia",NA
"38965d88f7f5c269b844b745ff024fa4",5,960,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","[Weeksellaceae]","Elizabethkingia",NA
"08e8e9fefa189b1834c6f6541a064683",1,5,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","[Weeksellaceae]","Elizabethkingia",NA
"e1d39e03f7c5e0120f0a2f291fb7d552",1,15,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","[Weeksellaceae]","Elizabethkingia",NA
"aaea02b226cdeb2443ad18a08623fc79",1,9,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","[Weeksellaceae]","Elizabethkingia",NA
"4254ace4aedde74cf595a3031c73155c",1,5,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","[Weeksellaceae]","Elizabethkingia",NA
"c2544c22c96083914999e7585def62e0",1,6,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","[Weeksellaceae]","Elizabethkingia",NA
"17b7af09b432b569fabb71248a22970e",2,53,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","[Weeksellaceae]",NA,NA
"78bdbfe89c4d2f623f2fb2d82edb6630",1,26,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","[Weeksellaceae]","Elizabethkingia",NA
"45c4b519ed3e500ee5fff110dde81d2c",1,47,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","[Weeksellaceae]","Elizabethkingia",NA
"4af50b4162945422d55bf241b8e02dc5",1,23,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","[Weeksellaceae]","Elizabethkingia",NA
"63e69e6e757c4e0d1cfdbf3e2c908f45",2,59,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","[Weeksellaceae]","Elizabethkingia",NA
"e6e153c7d1b45f16b136f3514ecf4227",4,85,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","[Weeksellaceae]","Elizabethkingia",NA
"d4c3253ed95d8e57e82df56124cb2166",1,4,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","[Weeksellaceae]",NA,NA
"5e370ba0001a7f5c3445f4f6cc33bd48",1,17,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","[Weeksellaceae]","Elizabethkingia",NA
"fb32b446fc2be021215a42560c8ccdfe",2,17137,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","[Weeksellaceae]","Elizabethkingia",NA
"addd62a686f9a58352cd5a1f175feb10",1,156,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","[Weeksellaceae]","Elizabethkingia",NA
"fa65f2bff5a8b1f35e84f6841264a07d",1,38,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","[Weeksellaceae]","Elizabethkingia",NA
"aad5372728616cb1d0145a84fdd0ca98",3,29,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","[Weeksellaceae]",NA,NA
"79539316c301dfc19f2bce2dccc3f454",3,42,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","[Weeksellaceae]","Bergeyella","zoohelcum"
"69379ce9d317382872c138758edfab3d",2,110,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","[Weeksellaceae]","Bergeyella","zoohelcum"
"710adc4dc90c26f5891860953540ef44",1,19,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","[Weeksellaceae]","Bergeyella","zoohelcum"
"d862cc1a6f592d989e6800858b2b4fcd",1,5,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","[Weeksellaceae]","Bergeyella","zoohelcum"
"864673238e1e7eaaf7d7da4c95d4c846",4,37,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","[Weeksellaceae]","Bergeyella","zoohelcum"
"530d5216711a29828cb3f0015f6f2402",1,6,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","[Weeksellaceae]","Bergeyella","zoohelcum"
"bd86b1351bf1317d72807cba6d06a16e",1,36,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","[Weeksellaceae]","Elizabethkingia",NA
"6038939a92420745194a7eda1e8603a7",1,3,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","[Weeksellaceae]","Elizabethkingia",NA
"6e1caf9836b73cef7c8bd188c06b0b6a",5,285,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","[Weeksellaceae]","Elizabethkingia",NA
"90cd07b95e22d47cfed89959a8d95263",1,42,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","[Weeksellaceae]","Elizabethkingia",NA
"eda5dddc04a07f1fb09e8dbd6ec95252",1,15,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","[Weeksellaceae]","Elizabethkingia",NA
"9191cb06ce4841a42632c708a4f522a7",9,275,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","[Weeksellaceae]","Elizabethkingia",NA
"98796e3a72e2bd503cb38428634300a1",8,230,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","[Weeksellaceae]","Elizabethkingia",NA
"4e3f0765265c2ca1db31d9f9ad472798",1,15,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","[Weeksellaceae]","Elizabethkingia",NA
"b2603619244437d6caa92d6b929e0331",2,41,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","[Weeksellaceae]","Elizabethkingia",NA
"9bcd53cef39d805234784584753d3810",1,33,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","[Weeksellaceae]","Elizabethkingia",NA
"16f57304f7404f75e714bb5f6d5cc359",1,17,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","[Weeksellaceae]","Elizabethkingia",NA
"25d107b918942154e64525897cc1e140",1,11,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","[Weeksellaceae]","Elizabethkingia",NA
"d9273294899739c807991da53ee7fd85",11,442,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","[Weeksellaceae]","Elizabethkingia",NA
"1e3a6db6ceb320c58b1a5cd825ad4e19",1,3,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","[Weeksellaceae]","Elizabethkingia",NA
"2f8a33598c8a6bc9b5c42ec0b3144473",3,53,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","[Weeksellaceae]","Elizabethkingia",NA
"22acac12d61dd525cc8131d4bd173dd0",1,46,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","[Weeksellaceae]","Elizabethkingia",NA
"f225223a3731bc06b966e01e25b8d277",4,1050,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","[Weeksellaceae]","Elizabethkingia",NA
"5b3f544405debcf81572491ac4ccc4ef",1,47,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","[Weeksellaceae]",NA,NA
"fc809b9936af7421ef29d6b974ec6653",4,362,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","[Weeksellaceae]",NA,NA
"2853da468fe50ab4e5581598f8701318",3,42,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","[Weeksellaceae]",NA,NA
"8506399994a8bd611ef0949e6132dfb0",10,1515,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","[Weeksellaceae]","Wautersiella",NA
"5ce3db7e93155ea2873004c588c6919b",3,202,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","[Weeksellaceae]","Wautersiella",NA
"20c6f1dd78cc5ca9800975e8a839f7a2",3,68,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","[Weeksellaceae]","Elizabethkingia",NA
"8af36a73933c3aa1b501eb8d8718ce10",1,31,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","[Weeksellaceae]",NA,NA
"99d339bd6a0cf3f5f0ae1c2f0d536ed6",1,22,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","[Weeksellaceae]",NA,NA
"59dc63826015289e1548458db020c838",4,122,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","[Weeksellaceae]",NA,NA
"9e1e98a11ae06324284516f2be42a5ff",4,251,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","[Weeksellaceae]",NA,NA
"038745d0344b00264ae8d75ccdd5a78e",4,183,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","[Weeksellaceae]",NA,NA
"56ae729a07480eef176e5933fa862eb2",1,7,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","[Weeksellaceae]",NA,NA
"9b0f75d92691d5c88d914080fb386ef8",7,349,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","[Weeksellaceae]",NA,NA
"e689d1577b12dc1cbf385eda492dd470",5,363,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","[Weeksellaceae]",NA,NA
"5a0e540dd1a998e2618f03aafdbe4c2b",4,551,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","[Weeksellaceae]",NA,NA
"fb183fb7750b3358d87f0c4fff56f416",3,84,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","[Weeksellaceae]","Weeksella",NA
"2ee7dbf6de08408d3214718c74eeedcd",2,1585,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","[Weeksellaceae]","Elizabethkingia","meningoseptica"
"eb6ff70e3b8dee650d068b59076a0784",7,2682,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","[Weeksellaceae]","Elizabethkingia","meningoseptica"
"2a9386d52f6587edc04d57ddbd7eb7c3",1,64,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","[Weeksellaceae]","Elizabethkingia",NA
"6415e304f148f2ba208f03a46cd0c2ff",2,136,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","[Weeksellaceae]","Elizabethkingia","meningoseptica"
"77317ca4ce8e31c3b8dd06beb7a46814",6,2605,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","[Weeksellaceae]","Elizabethkingia",NA
"70821ac5b1b25761242be7fff588bfa1",5,571,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","[Weeksellaceae]","Elizabethkingia",NA
"c7999bfc834149da0c4c910d6d7c32fd",1,77,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","[Weeksellaceae]","Elizabethkingia",NA
"7ae2ca428667d3075bb12592680b7af4",1,41,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Bizionia",NA
"428519baab45bc4fff757df1d7081d0a",1,6,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Cellulophaga","tyrosinoxydans"
"40965748154ba517f478e24feee12585",1,6,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Tenacibaculum","maritimum"
"f294b0e8bc4f9e9e98928e204d22af7a",1,3,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae",NA,NA
"78b778f9788cb1a95b904d80ee6bede9",1,7,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae",NA,NA
"170bcb770143c73ad82582e74528e34c",2,88,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae",NA,NA
"9620194945bcacb5901b5c7ac3e01719",1,22,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae",NA,NA
"b8907b569736f2af208fb6d65c25fa39",1,12,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae",NA,NA
"a7aea642954c0db5d84b8856f3f70703",6,510,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae",NA,NA
"7f99dd1e14976c74525fd31b5465469c",1,167,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae",NA,NA
"abcffc817c2b9f77236c2cee16783ec0",1,38,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Olivibacter","sitiensis"
"82b40645b8ab13829d01f41889e4bd8c",3,27,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae",NA,NA
"c627d01b12d49f8be29c5e300ed764dc",1,2,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae",NA,NA
"016143ef7c76264ecccf35c1099f95cd",1,10,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae",NA,NA
"e329cf0fab2c8fd81affe56602ea8b66",1,7,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae",NA,NA
"7fd885a28e540bd3e14f1100ca5355fd",1,11,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Olivibacter","sitiensis"
"4a74a6f58cccf494e946a8a79beefeea",1,20,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae",NA,NA
"78ebc03232ecd39051e366773d5902de",1,49,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Mucilaginibacter",NA
"1fdde706e080beeaf04dccc1c9bfc3e4",4,218,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Mucilaginibacter","rigui"
"e739429993420ea27ecefc5dc633d8f1",3,161,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Mucilaginibacter","rigui"
"04a90412f242c5a02e63e19ae27e4794",1,31,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae",NA,NA
"8a536a832a07684ad17e3bc0825999fe",1,20,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae",NA,NA
"7ea9f8d2bc9398aaf5214c4ef84795a3",1,5,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae",NA,NA
"2c9e859e12cba7045d2e2787f7bdf61b",9,238,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae",NA,NA
"44bd1c275fbe301b22c152d41081a214",1,36,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae",NA,NA
