"index","lable","cluster","degree","ev","between","close"
5,"Enhydrobacter",1,0.242424242424242,1,0.0530701754385965,0.943215480757777
9,"Acinetobacter",1,0.202020202020202,0.773464286662158,0.0245614035087719,0.922567506809643
24,"Helicobacter",1,0.191919191919192,0.873642485176365,0.0223684210526316,0.871410255411361
47,"Brevundimonas",1,0.252525252525253,0.972865436520104,0.049780701754386,0.952824315553356
57,"Gulbenkiania",1,0.212121212121212,0.946115169619559,0.0182017543859649,0.895781627998481
