"index","lable","cluster","degree","ev","between","close"
23,"Helicobacter",5,6,0.976461569128465,0.0272248913292153,0.491317948595151
37,"Sphingobium",5,8,0.934576445863139,0.0690917410203615,0.511316367371331
43,"Rheinheimera",5,5,0.822946576015939,0.0176161061541981,0.457882770605333
61,"Methylotenera",5,6,1,0.0221917181423015,0.498767856305567
81,"Pelomonas",5,5,0.961363102946484,0.0185312285518188,0.472848151066524
