"","x"
"1","Kocuria"
"2","Arthrobacter"
"3","Granulicatella"
"4","Aeromonas"
"5","Lacticigenium"
"6","Bacteria_Firmicutes_Clostridia_Clostridiales_Peptostreptococcaceae_Clostridium"
"7","Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides"
"8","[Clostridium]"
"9","Psychrobacter"
"10","Elizabethkingia"
"11","Dietzia"
"12","Ornithinicoccus"
"13","Bergeyella"
"14","Brevundimonas"
"15","Pusillimonas"
"16","Denitromonas"
