"","x"
"1","Staphylococcus"
"2","Nocardioides"
"3","Deinobacterium"
"4","Nitriliruptor"
"5","Caldimonas"
"6","Novosphingobium"
"7","Albidovulum"
"8","Blastococcus"
"9","Bordetella"
"10","Beutenbergia"
"11","[Prevotella]"
"12","Thermomonas"
"13","Deinococcus"
"14","Xanthobacter"
