"index","lable","cluster","degree"
26,"Millisia",3,0.0707070707070707
49,"Anaerobiospirillum",3,0.0808080808080808
62,"Olsenella",3,0.0606060606060606
79,"Barnesiella",3,0.0606060606060606
91,"ph2",3,0.0404040404040404
