"index","lable","cluster","degree"
20,"Atopococcus",4,0.0707070707070707
31,"Alistipes",7,0.0606060606060606
52,"Deinobacterium",3,0.111111111111111
63,"Olsenella",6,0.0909090909090909
75,"Papillibacter",4,0.0707070707070707
