"index","lable","cluster","degree"
20,"Atopococcus",4,0.292929292929293
25,"Succinispira",4,0.292929292929293
38,"Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Ruminococcus",4,0.252525252525253
49,"Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Clostridium",4,0.303030303030303
54,"Granulicatella",4,0.262626262626263
