"from","to","weight","association"
7,9,0.53456382702231,1
4,13,0.583459619016618,1
10,15,0.608014928566453,1
4,16,0.611953471516898,1
13,16,0.585634064714873,1
15,16,0.471800325685584,1
14,17,0.814878171198721,1
7,18,0.459387296004187,1
1,19,0.484777314407263,1
10,19,0.499026060548122,1
7,20,0.528851658212313,1
8,20,0.483695231956011,1
3,21,0.560458423358716,1
8,21,0.455694843012969,1
11,21,0.501544283859446,1
2,22,0.51399478978374,1
3,22,0.480300943880541,1
14,23,0.628672539887138,1
17,23,0.604064839375674,1
7,24,0.466700579097247,1
10,24,0.464320877405267,1
19,24,0.514019775016188,1
20,24,0.61912110890467,1
7,25,0.488020334332646,1
20,25,0.664907294378759,1
24,25,0.55329163680926,1
7,26,0.662699487733118,1
8,26,0.46165379015613,1
9,26,0.552665905694206,1
20,26,0.568313176795591,1
3,27,0.659506688925387,1
21,27,0.532448198469923,1
22,27,0.582721791402736,1
8,28,0.663614422535811,1
10,28,0.56941920379276,1
15,28,0.565263335068548,1
20,28,0.467597497656047,1
1,29,0.457155630919385,1
6,29,0.471697496198519,1
21,29,0.553580043225066,1
27,30,0.459115647425546,1
7,31,0.49053591628546,1
18,31,0.53154947998563,1
25,31,0.546610448806505,1
13,32,0.498257631189284,1
3,33,0.458684906544263,1
4,33,0.590768729931127,1
13,33,0.629786799742313,1
16,33,0.631091170428959,1
21,33,0.470558243420856,1
29,33,0.481850409835717,1
14,34,0.889712859015873,1
17,34,0.860670176188446,1
23,34,0.638643869556779,1
7,35,0.482416910430793,1
20,35,0.503391992915144,1
25,35,0.600727863453083,1
26,35,0.505613165753595,1
31,35,0.72741679281171,1
5,36,0.555767682696993,1
18,36,0.579488464074157,1
10,37,0.711280503979802,1
15,37,0.474843085664663,1
19,37,0.46063569621383,1
20,37,0.465935366572041,1
24,37,0.457393697614749,1
25,37,0.49152771571107,1
28,37,0.581014585987968,1
35,37,0.535886094259133,1
20,38,0.803101387217805,1
24,38,0.550993431737709,1
25,38,0.683146129165606,1
26,38,0.461746717162976,1
35,38,0.524665001186858,1
7,39,0.46017343023763,1
18,39,0.46370947370805,1
20,39,0.477010843296534,1
25,39,0.532956359704265,1
26,39,0.496704305722378,1
31,39,0.69954462585102,1
35,39,0.785284897721137,1
37,39,0.468595581206541,1
38,39,0.505057542463399,1
7,40,0.469573314485029,1
8,40,0.481382069759093,1
9,40,0.536892387075985,1
26,40,0.573926857073534,1
28,40,0.465503831306486,1
39,40,0.457369920791398,1
4,41,0.607503961459294,1
7,42,0.457208109879521,1
20,42,0.490615475123479,1
25,42,0.526970223412941,1
26,42,0.54578051442287,1
31,42,0.705938896282857,1
35,42,0.859267310543177,1
37,42,0.490855720517641,1
38,42,0.515877133437735,1
39,42,0.774088112326337,1
7,43,0.555043321634392,1
8,43,0.523675260153911,1
9,43,0.48679544508963,1
18,43,0.512626712017597,1
26,43,0.520266590299158,1
28,43,0.562083323183072,1
40,43,0.534136196776754,1
18,44,0.623621351871827,1
29,44,0.457275789413192,1
31,44,0.528891251276293,1
7,45,0.465912099119545,1
20,45,0.530711626940402,1
25,45,0.485278073494016,1
26,45,0.621552924427429,1
31,45,0.588737412210843,1
35,45,0.765934305720775,1
