"from","to","weight"
70,79,0.601906631120632
11,80,0.637040283988161
70,80,0.931231660832758
79,80,0.616802691574895
20,81,0.604107371560199
24,81,0.584784413567616
25,81,0.577615183415436
38,81,0.66027447265738
49,81,0.459638047653865
54,81,0.452747795003085
55,81,0.471189368888723
56,81,0.96504799509116
57,81,0.5721207660753
60,81,0.792478317463907
63,81,0.870806621145115
72,81,0.593605193854631
74,81,0.942266887631495
20,82,0.563679499915815
25,82,0.575444714065176
26,82,0.549518356617543
31,82,0.590983113992684
35,82,0.80712783739459
37,82,0.490422270635509
38,82,0.594950827342678
39,82,0.707609527823102
42,82,0.831337971418329
45,82,0.822464602536088
49,82,0.675616667557512
50,82,0.772816265595856
54,82,0.7006806826695
64,82,0.702160829560227
72,82,0.462889783789764
3,83,0.504225035180145
22,83,0.552838564509597
27,83,0.527122063097726
68,83,0.512777679419226
14,84,0.910600854486316
17,84,0.798399075949787
23,84,0.640311098425692
34,84,0.898406279974985
55,84,0.656910597260303
58,84,0.916227697629482
61,84,0.540807339426923
67,84,0.822672759298167
72,84,0.554868082837479
18,85,0.742237110422042
31,85,0.572705449918591
36,85,0.501634131563435
44,85,0.661745319295096
46,85,0.534130652613269
52,85,0.745428266858822
64,85,0.466765501204666
66,85,0.474226201235143
71,85,0.510361395507346
75,85,0.476020690871675
76,85,0.768064924262176
77,85,0.528756431980822
3,86,0.598840903635905
8,86,0.527759595415986
11,86,0.538159577717467
21,86,0.676117295471617
27,86,0.482757369817971
47,86,0.495721464381383
62,86,0.733882841258264
73,86,0.743011557811966
1,87,0.458091017224182
14,87,0.490000972088099
34,87,0.454461740071926
40,87,0.456760242494065
46,87,0.512944563969042
65,87,0.800064382057852
66,87,0.452801945278855
71,87,0.504293335998247
7,88,0.616713483651214
9,88,0.505470002475923
24,88,0.49093820432043
26,88,0.551363885354543
48,88,0.455375950340836
53,88,0.673537022428431
57,88,0.55199837312071
75,88,0.496990953342532
20,89,0.612187828298225
24,89,0.574576564309774
25,89,0.638832812112922
38,89,0.680012996889055
49,89,0.507069245290088
50,89,0.458293657347254
54,89,0.473867626637238
55,89,0.475625205228786
56,89,0.869916092255849
57,89,0.588374780086429
60,89,0.808059277865159
63,89,0.877636599883795
72,89,0.61107238154953
74,89,0.911047966191759
81,89,0.868552371755128
7,90,0.479002117251509
20,90,0.603640226039786
25,90,0.674134496234689
26,90,0.500233386110209
31,90,0.682144766903449
35,90,0.806146216446114
37,90,0.470488676988128
38,90,0.644519413542778
39,90,0.769025522232084
42,90,0.753860135923928
45,90,0.712956178942924
46,90,0.467027412067796
49,90,0.778893976564384
50,90,0.69218177318555
54,90,0.643256825680611
57,90,0.473803987941406
60,90,0.476495708496479
63,90,0.501748300839401
64,90,0.761600888324955
72,90,0.50710689291811
75,90,0.471146365928937
77,90,0.499276403592315
82,90,0.774281040770512
89,90,0.477620928945966
7,91,0.495749401357392
20,91,0.673041097381149
24,91,0.647470519245027
25,91,0.543147642721656
26,91,0.464464255422257
38,91,0.626651569069487
50,91,0.472602690166906
54,91,0.532366228482078
56,91,0.734738284483399
57,91,0.802121357077941
60,91,0.643757254168933
63,91,0.702882009965774
72,91,0.534582286472671
74,91,0.701145778384402
81,91,0.705669702342928
88,91,0.463630827678543
89,91,0.684004091347438
18,92,0.739721732235701
31,92,0.52837298804778
36,92,0.525328527406382
44,92,0.614963432022557
46,92,0.680334394558366
52,92,0.637720170118375
64,92,0.470550778549608
65,92,0.483052282374064
66,92,0.561686129206523
71,92,0.590144862452511
76,92,0.685639358738724
77,92,0.484758455802148
85,92,0.707217978890578
7,93,0.459169602673596
18,93,0.77220667720985
31,93,0.596378580803851
39,93,0.47475812081069
43,93,0.456466871204344
44,93,0.672737284427248
46,93,0.56147191941415
52,93,0.772916497138575
64,93,0.504769985615751
66,93,0.494475030357972
71,93,0.539401042299784
75,93,0.508356917616959
76,93,0.831281704218598
77,93,0.593260757917586
85,93,0.799652514877896
92,93,0.710699053576947
11,94,0.666638402850242
70,94,0.844869883147305
79,94,0.573807858354088
80,94,0.821257883611098
85,94,0.478390037236614
20,95,0.613242933215163
24,95,0.588852514119112
25,95,0.585665804666517
38,95,0.67125809515913
49,95,0.468519814498194
50,95,0.455249947911922
54,95,0.462563654423882
55,95,0.47158316164506
56,95,0.962147063655203
57,95,0.576403920578255
60,95,0.794610398071065
63,95,0.879266069124792
72,95,0.598250002791975
74,95,0.944581879818464
81,95,0.986125852440831
89,95,0.870766833164974
91,95,0.708811837717277
4,96,0.482570040593884
13,96,0.561846227857747
16,96,0.788035090936084
33,96,0.502758546663335
48,96,0.606657687140671
59,96,0.734694072829742
79,96,0.543990368503906
7,97,0.712475145484648
9,97,0.512106867334539
26,97,0.610476776462709
31,97,0.505038877191101
35,97,0.458566754186939
39,97,0.457605768077125
43,97,0.503604756496044
52,97,0.477151255467902
53,97,0.680117503920825
57,97,0.562374502938629
64,97,0.472329593321431
75,97,0.514999629745627
76,97,0.505168588146674
77,97,0.584919612840726
85,97,0.499359113311875
88,97,0.564826591032962
90,97,0.464421073253768
91,97,0.454181045999085
92,97,0.466194697141875
93,97,0.518678342303385
7,98,0.649112995071358
9,98,0.579151624188118
26,98,0.67368120938283
43,98,0.476007881701117
53,98,0.70481834187741
57,98,0.591147207874264
88,98,0.712691672723134
91,98,0.512722918423834
97,98,0.663247176801502
