"index","lable","cluster","degree"
5,"Atopococcus",7,0.181818181818182
11,"Millisia",7,0.171717171717172
24,"Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Clostridium",6,0.222222222222222
38,"Pedobacter",1,0.202020202020202
40,"Pseudoxanthomonas",1,0.181818181818182
