"","x"
"1","Trueperella"
"2","ph2"
"3","GW-34"
"4","Lactonifactor"
"5","Kribbia"
"6","Petrimonas"
"7","Serinibacter"
"8","Olsenella"
"9","Pediococcus"
"10","Brevibacterium"
