"","x"
"1","Staphylococcus"
"2","Bifidobacterium"
"3","Atopostipes"
"4","Anaerococcus"
"5","Anaerobiospirillum"
"6","Prevotella"
"7","CF231"
"8","Isobaculum"
"9","Barnesiella"
"10","Haloplasma"
"11","Succinivibrio"
"12","Campylobacter"
