"","x"
"1","Micrococcus"
"2","Nonlabens"
"3","Ornithinimicrobium"
"4","Bdellovibrio"
"5","Flavobacterium"
"6","Snodgrassella"
"7","Psychrobacter"
"8","Caldimonas"
"9","Bacteria_Firmicutes_Bacilli_Bacillales_Planococcaceae_Bacillus"
"10","Mucilaginibacter"
"11","Nocardioides"
