"","x"
"1","Enhydrobacter"
"2","Arthrobacter"
"3","Rothia"
"4","Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides"
"5","Helicobacter"
"6","Rheinheimera"
"7","Novosphingobium"
"8","Sphingobium"
"9","Bergeyella"
"10","Aeromonas"
"11","Gulbenkiania"
"12","Methylotenera"
"13","Bacteria_Proteobacteria_Gammaproteobacteria_Vibrionales_Pseudoalteromonadaceae_Vibrio"
"14","Pelomonas"
"15","Sphingomonas"
"16","Alysiella"
"17","Deinobacterium"
