"","x"
"1","Streptococcus"
"2","Elizabethkingia"
"3","Kocuria"
"4","Acinetobacter"
"5","Alkanindiges"
"6","Lactococcus"
"7","Deinococcus"
"8","Rhizobium"
"9","Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas"
"10","Pedobacter"
"11","Brevundimonas"
"12","Pseudoxanthomonas"
"13","Dietzia"
"14","Aurantimonas"
"15","Sphingobacterium"
"16","Ochrobactrum"
"17","Peredibacter"
"18","Arcobacter"
