"","x"
"1","Treponema"
"2","CF231"
"3","Papillibacter"
"4","Olsenella"
"5","Deinococcus"
"6","Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Bacteroides"
"7","Barnesiella"
"8","Psychrobacter"
