"","x"
"1","Faecalibacterium"
"2","Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Clostridium"
"3","Collinsella"
"4","Dorea"
"5","Desulfovibrio"
"6","Butyricicoccus"
"7","Butyricimonas"
"8","Selenomonas"
