"","x"
"1","Atopostipes"
"2","Kribbia"
"3","Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Clostridium"
"4","Trueperella"
"5","Kurthia"
"6","ph2"
"7","GW-34"
"8","Flavobacterium"
"9","Serinibacter"
"10","Petrimonas"
"11","Alkalibacterium"
"12","Anaerorhabdus"
"13","Syntrophococcus"
"14","Denitromonas"
