"","x"
"1","Arthrobacter"
"2","Kocuria"
"3","Staphylococcus"
"4","Novosphingobium"
"5","Bordetella"
"6","Rothia"
"7","Oscillospira"
"8","Albidovulum"
"9","Brevibacterium"
"10","Sphingomonas"
"11","Beutenbergia"
"12","Acholeplasma"
"13","Isobaculum"
"14","Weissella"
"15","Rhizobium"
"16","Alysiella"
